40,800,2.766
40,800,2.755
40,800,2.757
40,900,3.051
40,900,3.051
40,900,3.045
40,1000,3.282
40,1000,3.269
40,1000,3.287
40,1100,3.415
40,1100,3.421
40,1100,3.432
40,1200,3.514
40,1200,3.527
40,1200,3.51
35,800,2.401
35,800,2.406
35,800,2.401
35,900,2.706
35,900,2.692
35,900,2.69
35,1000,2.915
35,1000,2.922
35,1000,2.927
35,1100,3.068
35,1100,3.061
35,1100,3.069
35,1200,3.159
35,1200,3.157
35,1200,3.16
30,800,2.115
30,800,2.117
30,800,2.116
30,900,2.39
30,900,2.409
30,900,2.392
30,1000,2.609
30,1000,2.624
30,1000,2.619
30,1100,2.778
30,1100,2.777
30,1100,2.769
30,1200,2.862
30,1200,2.841
30,1200,2.862
25,800,1.891
25,800,1.874
25,800,1.875
25,900,2.167
25,900,2.153
25,900,2.159
25,1000,2.379
25,1000,2.372
25,1000,2.373
25,1100,2.51
25,1100,2.521
25,1100,2.515
25,1200,2.608
25,1200,2.616
25,1200,2.606
20,800,1.7
20,800,1.704
20,800,1.698
20,900,1.983
20,900,1.985
20,900,1.98
20,1000,2.182
20,1000,2.183
20,1000,2.183
20,1100,2.335
20,1100,2.329
20,1100,2.328
20,1200,2.422
20,1200,2.402
20,1200,2.403
