40,800,96.204
40,800,95.879
40,800,95.965
40,900,96.114
40,900,96.925
40,900,96.944
40,1000,96.742
40,1000,96.703
40,1000,97.284
40,1100,96.81
40,1100,96.95
40,1100,96.512
40,1200,96.566
40,1200,96.466
40,1200,97.132
35,800,95.802
35,800,96.054
35,800,96.023
35,900,96.092
35,900,96.54
35,900,96.584
35,1000,96.531
35,1000,96.407
35,1000,96.612
35,1100,96.382
35,1100,96.29
35,1100,96.502
35,1200,96.799
35,1200,96.811
35,1200,96.463
30,800,95.536
30,800,95.003
30,800,94.904
30,900,95.676
30,900,95.51
30,900,95.698
30,1000,96.473
30,1000,96.068
30,1000,96.36
30,1100,96.567
30,1100,96.134
30,1100,96.397
30,1200,96.56
30,1200,96.134
30,1200,96.585
25,800,94.155
25,800,94.175
25,800,94.774
25,900,95.291
25,900,94.727
25,900,95.227
25,1000,95.161
25,1000,95.978
25,1000,95.265
25,1100,96.351
25,1100,95.891
25,1100,96.372
25,1200,96.02
25,1200,96.19
25,1200,95.715
20,800,93.739
20,800,94.03
20,800,93.902
20,900,94.95
20,900,94.717
20,900,94.631
20,1000,95.46
20,1000,94.655
20,1000,95.441
20,1100,95.559
20,1100,95.013
20,1100,95.307
20,1200,96.047
20,1200,95.589
20,1200,95.913
